item_id,name,level,type,nom_de_lobjet,Serveur,Actualisation,Lot [1],Lot [10],Lot [100],Craft,Gain,last_updated_fr
342,Marteau Pickeur,18,Marteau,Marteau Pickeur,Hell Mina,Il y'a 3 heures,3800,20246,-,2134,+ 1 666,2024-04-23 09:38:56
336,Bâton du Grand Pa Wabbit,32,Bâton,Bâton du Grand Pa Wabbit,Hell Mina,Il y'a 3 heures,9797,-,-,4661,+ 5 136,2024-04-23 09:38:56
332,Arc de Jeanne,30,Arc,Arc de Jeanne,Hell Mina,Il y'a 3 heures,9900,-,-,5297,+ 4 603,2024-04-23 09:38:56
335,Bâton du Bwork Mage,58,Bâton,Bâton du Bwork Mage,Hell Mina,Il y'a 3 heures,20000,-,-,7948,+ 12 052,2024-04-23 09:38:56
331,Arc Hancihaile,22,Arc,Arc Hancihaile,Hell Mina,Il y'a 3 heures,3498,-,-,4592,-1 094,2024-04-23 09:38:56
339,Lame du Chafer,27,Épée,Lame du Chafer,Hell Mina,Il y'a 3 heures,1899,-,-,1265,+ 634,2024-04-23 09:38:56
357,La Queue,13,Épée,La Queue,Hell Mina,Il y'a 3 heures,140,1099,-,87,+ 53,2024-04-23 09:38:56
348,Bottes de Céleri-Thé,53,Bottes,Bottes de Céleri-Thé,Hell Mina,Il y'a 3 heures,34794,-,-,7043,+ 27 751,2024-04-23 09:38:56
351,Bière d'Amakna,1,Bière,Bière d'Amakna,Hell Mina,Il y'a 3 heures,399,3330,9995,,-,2024-04-23 09:38:56
356,Ceinture d'Endurance,27,Ceinture,Ceinture d'Endurance,Hell Mina,Il y'a 3 heures,2199,-,-,737,+ 1 462,2024-04-23 09:38:56
369,Gelée à la Menthe,56,Gelée,Gelée à la Menthe,Hell Mina,Il y'a 3 heures,32,245,2970,,-,2024-04-23 09:38:56
363,Peau de Larve Orange,18,Peau,Peau de Larve Orange,Hell Mina,Il y'a 3 heures,45,450,8664,,-,2024-04-23 09:38:56
382,Longue-vue de Gob-Trotteur,40,Ressources diverses,Longue-vue de Gob-Trotteur,Hell Mina,Il y'a 3 heures,124,1478,12987,,-,2024-04-23 09:38:56
366,Bec du Tofu,13,Os,Bec du Tofu,Hell Mina,Il y'a 3 heures,179,1576,22946,,-,2024-04-23 09:38:56
385,Bave de Bouftou,7,Liquide,Bave de Bouftou,Hell Mina,Il y'a 3 heures,8,75,747,,-,2024-04-23 09:38:56
361,Cawotte,44,Légume,Cawotte,Hell Mina,Il y'a 3 heures,1783,17894,199998,,-,2024-04-23 09:38:56
379,Pince de Crabe,46,Os,Pince de Crabe,Hell Mina,Il y'a 3 heures,286,2537,18975,,-,2024-04-23 09:38:56
371,Sourcil de Moskito,13,Poil,Sourcil de Moskito,Hell Mina,Il y'a 3 heures,44,559,4939,,-,2024-04-23 09:38:56
387,Défense du Sanglier,24,Os,Défense du Sanglier,Hell Mina,Il y'a 3 heures,300,3900,39996,,-,2024-04-23 09:38:56
386,Groin de Sanglier,24,Ressources diverses,Groin de Sanglier,Hell Mina,Il y'a 3 heures,208,1249,13199,,-,2024-04-23 09:38:56
367,Œuf de Tofu,36,Œuf,Œuf de Tofu,Hell Mina,Il y'a 3 heures,3,118,4990,,-,2024-04-23 09:38:56
374,Langue d'Épouvanteur,18,Plante,Langue d'Épouvanteur,Hell Mina,Il y'a 3 heures,47,515,9483,,-,2024-04-23 09:38:56
376,Aile du Tofu Maléfique,26,Aile,Aile du Tofu Maléfique,Hell Mina,Il y'a 3 heures,60,1045,11775,,-,2024-04-23 09:38:56
370,Gelée Bleutée Royale,60,Gelée,Gelée Bleutée Royale,Hell Mina,Il y'a 3 heures,178,1980,29995,,-,2024-04-23 09:38:56
380,Menthe Sauvage,60,Plante,Menthe Sauvage,Hell Mina,Il y'a 3 heures,79,694,5989,,-,2024-04-23 09:38:56
375,Dent de Tofu Mutant,36,Os,Dent de Tofu Mutant,Hell Mina,Il y'a 3 heures,101,1468,15987,,-,2024-04-23 09:38:56
362,Peau de Larve Bleue,18,Peau,Peau de Larve Bleue,Hell Mina,Il y'a 3 heures,330,4790,68695,,-,2024-04-23 09:38:56
389,Huile de Tournesol Sauvage,12,Huile,Huile de Tournesol Sauvage,Hell Mina,Il y'a 3 heures,7397,32999,377999,2810,+ 4 587,2024-04-23 09:38:56
378,Sporme du Champ Champ,18,Champignon,Sporme du Champ Champ,Hell Mina,Il y'a 3 heures,215,2005,22353,,-,2024-04-23 09:38:56
381,Fraise,58,Fruit,Fraise,Hell Mina,Il y'a 3 heures,38,384,1197,,-,2024-04-23 09:38:56
377,Épine du Champ Champ,18,Champignon,Épine du Champ Champ,Hell Mina,Il y'a 3 heures,158,1956,13972,,-,2024-04-23 09:38:56
365,Patte d'Arakne,18,Patte,Patte d'Arakne,Hell Mina,Il y'a 3 heures,799,8386,83312,,-,2024-04-23 09:38:56
364,Peau de Larve Verte,18,Peau,Peau de Larve Verte,Hell Mina,Il y'a 3 heures,96,1000,11971,,-,2024-04-23 09:38:56
388,Poils d'Arakne Malade,13,Poil,Poils d'Arakne Malade,Hell Mina,Il y'a 3 heures,700,6771,79998,,-,2024-04-23 09:38:56
373,Intestin d'Araknosé,13,Ressources diverses,Intestin d'Araknosé,Hell Mina,Il y'a 3 heures,69,693,8987,,-,2024-04-23 09:38:56
384,Laine de Bouftou,19,Laine,Laine de Bouftou,Hell Mina,Il y'a 3 heures,50,423,4805,,-,2024-04-23 09:38:56
372,Bandeau du Black Tiwabbit,46,Vêtement,Bandeau du Black Tiwabbit,Hell Mina,Il y'a 3 heures,80,895,9997,,-,2024-04-23 09:38:56
360,Oreilles du Tiwabbit,45,Oreille,Oreilles du Tiwabbit,Hell Mina,Il y'a 3 heures,695,7999,44434,,-,2024-04-23 09:38:56
368,Gelée à la Fraise,58,Gelée,Gelée à la Fraise,Hell Mina,Il y'a 3 heures,449,4487,49996,,-,2024-04-23 09:38:56
383,Corne de Boufton,26,Os,Corne de Boufton,Hell Mina,Il y'a 3 heures,14,146,896,,-,2024-04-23 09:38:56
406,Estomac de Wo Wabbit,56,Ressources diverses,Estomac de Wo Wabbit,Hell Mina,Il y'a 3 heures,98,654,6586,,-,2024-04-23 09:38:56
410,Livre du Bwork Mage,45,Ressources diverses,Livre du Bwork Mage,Hell Mina,Il y'a 3 heures,9,210,3799,,-,2024-04-23 09:38:56
401,Houblon,60,Céréale,Houblon,Hell Mina,Il y'a 3 heures,42,410,1978,,-,2024-04-23 09:38:56
409,Poils de Barbe du Bwork Mage,45,Poil,Poils de Barbe du Bwork Mage,Hell Mina,Il y'a 3 heures,45,891,9468,,-,2024-04-23 09:38:56
392,Noix de Pécan,50,Graine,Noix de Pécan,Hell Mina,Il y'a 3 heures,8,198,2696,,-,2024-04-23 09:38:56
395,Trèfle à 5 feuilles,40,Plante,Trèfle à 5 feuilles,Hell Mina,Il y'a 3 heures,98,395,869,,-,2024-04-23 09:38:56
408,Dentier du Chafer d'Élite,46,Os,Dentier du Chafer d'Élite,Hell Mina,Il y'a 3 heures,83,-,29848,,-,2024-04-23 09:38:56
419,Oreille du Grand Pa Wabbit,56,Oreille,Oreille du Grand Pa Wabbit,Hell Mina,Il y'a 3 heures,2,109,1798,,-,2024-04-23 09:38:56
407,Pic de Prespic,26,Os,Pic de Prespic,Hell Mina,Il y'a 3 heures,110,2000,21998,,-,2024-04-23 09:38:56
397,Huile de Koode,32,Huile,Huile de Koode,Hell Mina,Il y'a 3 heures,2005,18878,149990,770,+ 1 235,2024-04-23 09:38:56
412,Bec du Kwak de Flamme,44,Os,Bec du Kwak de Flamme,Hell Mina,Il y'a 3 heures,84,2797,11873,,-,2024-04-23 09:38:56
393,Gland,26,Graine,Gland,Hell Mina,Il y'a 3 heures,1,110,3277,,-,2024-04-23 09:38:56
411,Bec du Kwak de Glace,44,Os,Bec du Kwak de Glace,Hell Mina,Il y'a 3 heures,45,337,2997,,-,2024-04-23 09:38:56
400,Orge,20,Céréale,Orge,Hell Mina,Il y'a 3 heures,100,249,1611,,-,2024-04-23 09:38:56
398,Fruit de Palme,38,Fruit,Fruit de Palme,Hell Mina,Il y'a 3 heures,80,249,5888,,-,2024-04-23 09:38:56
390,Huile de Noix,32,Huile,Huile de Noix,Hell Mina,Il y'a 3 heures,994,4188,41888,505,+ 489,2024-04-23 09:38:56
413,Bec du Kwak de Vent,44,Os,Bec du Kwak de Vent,Hell Mina,Il y'a 3 heures,87,954,8499,,-,2024-04-23 09:38:56
394,Noisette,26,Graine,Noisette,Hell Mina,Il y'a 3 heures,55,1281,11593,,-,2024-04-23 09:38:56
399,Huile de Sésame,1,Huile,Huile de Sésame,Hell Mina,Il y'a 3 heures,450,1989,17799,90,+ 360,2024-04-23 09:38:56
416,Plume du Kwak de Vent,44,Plume,Plume du Kwak de Vent,Hell Mina,Il y'a 3 heures,649,7996,75545,,-,2024-04-23 09:38:56
417,Boue du Boo,27,Liquide,Boue du Boo,Hell Mina,Il y'a 3 heures,104,926,1999,,-,2024-04-23 09:38:56
418,Poils de Barbe du Grand Pa Wabbit,56,Poil,Poils de Barbe du Grand Pa Wabbit,Hell Mina,Il y'a 3 heures,744,8885,98434,,-,2024-04-23 09:38:56
415,Plume du Kwak de Flamme,44,Plume,Plume du Kwak de Flamme,Hell Mina,Il y'a 3 heures,315,2980,27660,,-,2024-04-23 09:38:56
405,Malt,120,Céréale,Malt,Hell Mina,Il y'a 3 heures,322,1345,12768,,-,2024-04-23 09:38:56
414,Plume du Kwak de Glace,44,Plume,Plume du Kwak de Glace,Hell Mina,Il y'a 3 heures,75,777,9999,,-,2024-04-23 09:38:56
396,Huile de Palme,32,Huile,Huile de Palme,Hell Mina,Il y'a 3 heures,24,299,5000,448,-424,2024-04-23 09:38:56
391,Noix de Cajou,43,Graine,Noix de Cajou,Hell Mina,Il y'a 3 heures,80,600,7725,,-,2024-04-23 09:38:56
448,Silex,66,Pierre brute,Silex,Hell Mina,Il y'a 3 heures,935,9997,144990,,-,2024-04-23 09:38:56
429,Miséricorde du Chafer d'Élite,46,Ressource de combat,Miséricorde du Chafer d'Élite,Hell Mina,Il y'a 3 heures,797,3476,34495,,-,2024-04-23 09:38:56
433,Fémur du Chafer Archer,46,Os,Fémur du Chafer Archer,Hell Mina,Il y'a 3 heures,10,324,7495,,-,2024-04-23 09:38:56
432,Côtes du Rib,33,Os,Côtes du Rib,Hell Mina,Il y'a 3 heures,2,22,365,,-,2024-04-23 09:38:56
441,Cuivre,20,Minerai,Cuivre,Hell Mina,Il y'a 3 heures,125,1345,11198,,-,2024-04-23 09:38:56
427,Graine de Chanvre,10,Graine,Graine de Chanvre,Hell Mina,Il y'a 3 heures,-,-,6000,,-,2024-04-23 09:38:56
