item_id,nom_objet,focus_rune_nom,prix,craft,rune_last_update,focus_rentabilite,total_profit_non_focus,craft_vs_focus_diff,craft_vs_prix_diff,craft_vs_total_profit_non_focus_diff,meilleur_renta_valeur,meilleur_renta,meilleur_renta_percent
7342,Amulette du Kitsou,Rune Po,119999.0,54182.0,2024-03-20 02:06:00,12404.0,35898.0,-41778.0,65817.0,-18284.0,65817.0,craft_revente,121.47
7921,Couronne du Tofu Royal,Rune Ga Pme,300899.0,187795.0,2024-03-30 07:33:00,102985.0,145539.0,-84810.0,113104.0,-42256.0,113104.0,craft_revente,60.23
16243,Cascadeur mineur,Rune Age,32000.0,27542.0,2024-03-05 12:55:00,2593.8,50762.5,-24948.2,4458.0,23220.5,23220.5,craft_brisage,84.31
7121,Anneau Zocomial,Rune Vi,25999.0,11537.0,2024-03-25 09:55:00,2488.8,3785.0,-9048.2,14462.0,-7752.0,14462.0,craft_revente,125.35
1128,Arc du Roi des Borins,Rune Cri,15940.0,7435.0,2024-03-21 04:06:00,27000.0,5559.2,19565.0,8505.0,-1875.8,19565.0,craft_brisage_focus,263.15
11856,Ceinture de Stroud,Rune Pod,7500.0,4557.0,2024-04-15 03:30:00,7396.8,5371.2,2839.8,2943.0,814.2,2943.0,craft_revente,64.58
2417,Abraton,Rune Do Terre,19499.0,12288.0,2024-04-19 10:20:00,10466.4,8167.6,-1821.6,7211.0,-4120.4,7211.0,craft_revente,58.68
11714,Anneau du Korriandre,Rune Do Air,540000.0,510833.0,2024-04-14 04:25:00,157616.7,323200.3,-353216.3,29167.0,-187632.7,29167.0,craft_revente,5.71
8823,Masque de l'Abrakleur sombre,Rune Vi,35999.0,51431.0,2024-04-21 12:04:00,22936.0,17085.7,-28495.0,-15432.0,-34345.3,-15432.0,non_rentable,-30.01
14084,Épée du Granduk,Rune Do Air,1849000.0,1496779.0,2024-03-26 06:56:00,270107.7,901946.0,-1226671.3,352221.0,-594833.0,352221.0,craft_revente,23.53
8333,Cape du Papa Nowel,Rune Tac,49900.0,12428.0,2024-03-05 12:55:00,2325.0,52389.0,-10103.0,37472.0,39961.0,39961.0,craft_brisage,321.54
14283,Ceinture Hyolite,Rune Do Terre,1248000.0,1006453.0,2024-03-05 12:55:00,279353.2,2562830.2,-727099.8,241547.0,1556377.2,1556377.2,craft_brisage,154.64
8827,Hache du Guerrier Zoth,Rune Ga Pa,200000.0,224423.0,2024-04-04 08:06:00,170975.7,112944.0,-53447.3,-24423.0,-111479.0,-24423.0,non_rentable,-10.88
16283,Étourdisseur,Rune Ret Pa,381370.0,213240.0,2024-03-05 12:55:00,3221.8,64720.8,-210018.2,168130.0,-148519.2,168130.0,craft_revente,78.85
16202,Érudit mineur,Rune Ine,68999.0,39228.0,2024-03-05 12:55:00,1485.0,24645.0,-37743.0,29771.0,-14583.0,29771.0,craft_revente,75.89
8225,Sandales du Piou Rouge,Rune Do Feu,39.0,408.0,2024-04-06 05:32:00,687.4,188.2,279.4,-369.0,-219.8,279.4,craft_brisage_focus,68.48
15441,Bottes du Katcheur,Rune Ga Pme,929000.0,783693.0,2024-03-23 09:09:00,340090.0,706675.5,-443603.0,145307.0,-77017.5,145307.0,craft_revente,18.54
2429,Abrature,Rune Pod,18000.0,11778.0,2024-03-05 12:54:00,6587.2,110135.9,-5190.8,6222.0,98357.9,98357.9,craft_brisage,835.1
2410,Abracaska,Rune Ga Pa,19999.0,11740.0,2024-04-01 07:26:00,31403.7,7570.4,19663.7,8259.0,-4169.6,19663.7,craft_brisage_focus,167.49
1120,Arc Ecologique,Rune Cri,1983.0,1970.0,2024-04-18 08:39:00,4687.5,71569.5,2717.5,13.0,69599.5,69599.5,craft_brisage,3532.97
9126,Blopanneau Griotte Royal,Rune Vi,23998.0,21333.0,2024-03-05 12:55:00,14493.6,116279.4,-6839.4,2665.0,94946.4,94946.4,craft_brisage,445.07
10056,Ceinture du Vampyre,Rune Do Eau,395000.0,,2024-03-05 12:55:00,6131.4,98166.9,,,,,non_rentable,
8533,Le Floude,Rune Age,2.0,280.0,2024-04-07 03:52:00,222.7,59.9,-57.3,-278.0,-220.1,-57.3,non_rentable,-20.46
18671,Derma Tho,Rune Ret Pme,45000.0,40521.0,2024-04-09 12:12:00,7449.6,12404.2,-33071.4,4479.0,-28116.8,4479.0,craft_revente,11.05
6939,Scaracoiffe Bleue,Rune Vi,9000.0,4358.0,2024-03-05 12:55:00,2903.6,16867.5,-1454.4,4642.0,12509.5,12509.5,craft_brisage,287.05
7209,Hache du Nidanwa,Rune Age,51998.0,33510.0,2024-04-06 02:52:00,9418.9,10111.0,-24091.1,18488.0,-23399.0,18488.0,craft_revente,55.17
8222,Anneau du Piou Vert,Rune Do Air,100.0,597.0,2024-03-05 12:55:00,1163.7,10017.3,566.7,-497.0,9420.3,9420.3,craft_brisage,1577.94
7256,Dagues Aerdala,Rune Cri,130000.0,74758.0,2024-03-05 12:55:00,11062.5,191844.4,-63695.5,55242.0,117086.4,117086.4,craft_brisage,156.62
6923,Amulette du Bandit,Rune Do Air,10000.0,7472.0,2024-03-05 12:55:00,1939.5,46244.4,-5532.5,2528.0,38772.4,38772.4,craft_brisage,518.9
7198,Razoir du Soir,Rune Cri,74000.0,55440.0,2024-04-21 09:59:00,46125.0,46359.1,-9315.0,18560.0,-9080.9,18560.0,craft_revente,33.48
1067,Marteau R'unique,Rune Vi,2222.0,747.0,2024-04-02 12:03:00,2769.4,373.8,2022.4,1475.0,-373.2,2022.4,craft_brisage_focus,270.74
9972,Marteau de Forgeur de Grattoir,Rune Do Eau,20.0,156.0,2024-04-09 03:24:00,278.7,2716.2,122.7,-136.0,2560.2,2560.2,craft_brisage,1641.15
19250,Ceinture de l'Esprit Malsain,Rune Do Cri,8999999.0,6420456.0,2024-03-05 12:56:00,220911.6,1989883.1,-6199544.4,2579543.0,-4430572.9,2579543.0,craft_revente,40.18
8826,Marteau de la Gamine Zoth,Rune Po,149500.0,144968.0,2024-03-05 12:55:00,88600.0,580522.5,-56368.0,4532.0,435554.5,435554.5,craft_brisage,300.45
11752,Dagues Açantes,Rune Do Terre,700000.0,756128.0,2024-04-02 05:49:00,185903.2,462123.8,-570224.8,-56128.0,-294004.2,-56128.0,non_rentable,-7.42
7058,Octovius,Rune Ré Cri,39000.0,42609.0,2024-04-20 06:29:00,18400.0,11847.4,-24209.0,-3609.0,-30761.6,-3609.0,non_rentable,-8.47
15696,Capchalot,Rune Ga Pa,1049990.0,927622.0,2024-04-12 07:40:00,362887.2,923.4,-564734.8,122368.0,-926698.6,122368.0,craft_revente,13.19
2544,Corbalame,Rune Do Air,23499.0,10180.0,2024-03-20 12:33:00,12542.1,12283.3,2362.1,13319.0,2103.3,13319.0,craft_revente,130.83
27526,Anneau Clochecuivre,Rune Do Air,1560000.0,1211083.0,2024-04-21 08:37:00,212310.6,785989.3,-998772.4,348917.0,-425093.7,348917.0,craft_revente,28.81
19252,Masque de l'Esprit Malsain,Rune Do Feu,15499999.0,14725959.0,2024-03-05 12:56:00,256498.4,5283173.4,-14469460.6,774040.0,-9442785.6,774040.0,craft_revente,5.26
9139,Bottines des sous-bois,Rune Ga Pme,880455.0,683792.0,2024-04-02 02:12:00,256265.0,350633.3,-427527.0,196663.0,-333158.7,196663.0,craft_revente,28.76
7173,Baguette Rangleuse,Rune Vi,30000.0,871.0,2024-04-09 03:55:00,2623.0,594.7,1752.0,29129.0,-276.3,29129.0,craft_revente,3344.32
19078,Goulano,Rune Do Terre,1890000.0,1971210.0,2024-03-24 05:48:00,176932.0,308663.6,-1794278.0,-81210.0,-1662546.4,-81210.0,non_rentable,-4.12
9974,Tailladeuse de Manche,Rune Vi,150.0,203.0,2024-03-05 12:55:00,122.0,2818.2,-81.0,-53.0,2615.2,2615.2,craft_brisage,1288.28
639,Amulette des Abîmes,Rune Do Cri,39999.0,11068.0,2024-03-05 12:54:00,12885.6,249852.6,1817.6,28931.0,238784.6,238784.6,craft_brisage,2157.43
27538,Collier Gris,Rune Ga Pa,699999.0,461504.0,2024-03-24 12:49:00,352419.3,317145.4,-109084.7,238495.0,-144358.6,238495.0,craft_revente,51.68
8599,Griffettes,Rune Age,39500.0,27789.0,2024-04-19 10:32:00,12261.6,19218.4,-15527.4,11711.0,-8570.6,11711.0,craft_revente,42.14
14130,Sangle Aise,Rune Ga Pa,1711111.0,1592138.0,2024-03-25 03:00:00,418716.0,1528096.9,-1173422.0,118973.0,-64041.1,118973.0,craft_revente,7.47
15216,Baguette de Malléfisk,Rune Cri,798000.0,484840.0,2024-03-30 05:54:00,225562.5,263755.3,-259277.5,313160.0,-221084.7,313160.0,craft_revente,64.59
19266,Masque Brûlâme,Rune Do Air,2299999.0,1597993.0,2024-04-03 10:59:00,293252.4,1035119.6,-1304740.6,702006.0,-562873.4,702006.0,craft_revente,43.93
7167,Baguette Cetera,Rune Vi,24999.0,14663.0,2024-04-16 04:01:00,6795.4,10779.2,-7867.6,10336.0,-3883.8,10336.0,craft_revente,70.49
27512,Âmes Hurlantes,Rune Do Air,3500000.0,3951126.0,2024-04-10 03:36:00,298683.0,1990980.6,-3652443.0,-451126.0,-1960145.4,-451126.0,non_rentable,-11.42
27513,Lourd Fardeau,Rune Ga Pa,2899999.0,3863331.0,2024-04-10 05:17:00,443141.1,1808789.3,-3420189.9,-963332.0,-2054541.7,-963332.0,non_rentable,-24.94
6914,La Trancheuse d'Arakne,Rune Age,48.0,1954.0,2024-04-15 05:10:00,445.4,332.5,-1508.6,-1906.0,-1621.5,-1508.6,non_rentable,-77.21
11738,Anneau Aimgéroks,Rune Ga Pa,1139999.0,1018790.0,2024-03-28 04:50:00,303569.1,886835.9,-715220.9,121209.0,-131954.1,121209.0,craft_revente,11.9
181,Baguette des Cieux,Rune Po,10900.0,6215.0,2024-04-17 11:47:00,11518.0,8976.6,5303.0,4685.0,2761.6,5303.0,craft_brisage_focus,85.33
17594,Ceinture du Pounicheur,Rune Do Terre,345000.0,200395.0,2024-03-21 09:44:00,117871.6,199575.9,-82523.4,144605.0,-819.1,144605.0,craft_revente,72.16
10801,Chapeau de l'intrépide,Rune Vi,8929501.0,,2024-03-05 12:55:00,183.0,5552.6,,,,,non_rentable,
2424,Amukwak de Flammes,Rune Vi,29000.0,12830.0,2024-03-05 12:54:00,2440.0,42502.0,-10390.0,16170.0,29672.0,29672.0,craft_brisage,231.27
12088,Baguette de Frigostine,Rune Do Air,249500.0,206359.0,2024-04-09 12:15:00,160590.6,72106.3,-45768.4,43141.0,-134252.7,43141.0,craft_revente,20.91
15203,Amulette du Père Phorreur,Rune Ga Pa,149999.0,148581.0,2024-04-16 06:07:00,251229.6,60012.8,102648.6,1418.0,-88568.2,102648.6,craft_brisage_focus,69.09
12852,Cape du Nowel Cauchemardesque,Rune Do Air,279000.0,224793.0,2024-03-23 04:42:00,140937.0,90476.5,-83856.0,54207.0,-134316.5,54207.0,craft_revente,24.11
11091,Bottes de Grilliane,Rune Do Feu,18000.0,6004.0,2024-04-11 11:25:00,10998.4,4921.1,4994.4,11996.0,-1082.9,11996.0,craft_revente,199.8
13825,Puissant majeur,Rune Pui,939498.0,735789.0,2024-03-05 12:55:00,4163.0,113275.0,-731626.0,203709.0,-622514.0,203709.0,craft_revente,27.69
1131,Baguette d'Eglise,Rune Cri,8300.0,4502.0,2024-03-06 09:33:00,9187.5,1982.6,4685.5,3798.0,-2519.4,4685.5,craft_brisage_focus,104.08
8667,Bottes Ulisme,Rune Ga Pme,130000.0,121571.0,2024-04-21 06:19:00,35925.0,126935.0,-85646.0,8429.0,5364.0,8429.0,craft_revente,6.93
15014,Arc de Flèche Mauve,Rune Cri,355555.0,128760.0,2024-04-18 04:04:00,62437.5,19687.0,-66322.5,226795.0,-109073.0,226795.0,craft_revente,176.14
15796,Amulette de Fouduglen,Rune Age,225000.0,33914.0,2024-03-05 12:55:00,550.2,13105.0,-33363.8,191086.0,-20809.0,191086.0,craft_revente,563.44
8264,Bottes du Meulou,Rune Ga Pme,240000.0,150773.0,2024-04-12 11:53:00,177230.0,80028.7,26457.0,89227.0,-70744.3,89227.0,craft_revente,59.18
15015,Chaponion,Rune Po,1199990.0,27545.0,2024-03-05 12:55:00,7974.0,111981.0,-19571.0,1172445.0,84436.0,1172445.0,craft_revente,4256.47
13197,Cape Reski,Rune Do Air,193000.0,91254.0,2024-04-20 05:06:00,437163.3,93292.6,345909.3,101746.0,2038.6,345909.3,craft_brisage_focus,379.06
610,Amulette en Crabe,Rune Po,5800.0,3776.0,2024-04-15 08:57:00,3544.0,1772.0,-232.0,2024.0,-2004.0,2024.0,craft_revente,53.6
27546,Pilier d'Ephedrya,Rune Do Air,1488999.0,1303692.0,2024-03-26 07:12:00,273469.5,445478.6,-1030222.5,185307.0,-858213.4,185307.0,craft_revente,14.21
11707,Coiffe de Tengu Givrefoux,Rune Do Air,558000.0,579676.0,2024-03-26 10:59:00,203259.6,241928.0,-376416.4,-21676.0,-337748.0,-21676.0,non_rentable,-3.74
8841,Masque Vaudou Sarbak,Rune Cri,450000.0,244395.0,2024-03-05 12:55:00,176812.5,1234677.8,-67582.5,205605.0,990282.8,990282.8,craft_brisage,405.2
13755,Docteur,Rune So,195000.0,202159.0,2024-03-05 12:55:00,6699.8,64384.8,-195459.2,-7159.0,-137774.2,-7159.0,non_rentable,-3.54
6943,Scaracape Blanche,Rune Age,5500.0,2781.0,2024-04-12 08:41:00,5777.1,1218.6,2996.1,2719.0,-1562.4,2996.1,craft_brisage_focus,107.73
18426,Cape du Désert,Rune Po,57498.0,25831.0,2024-04-12 12:52:00,24808.0,21604.4,-1023.0,31667.0,-4226.6,31667.0,craft_revente,122.59
8958,Patte d'Ecaflip,Rune Vi,999998.0,,2024-03-05 12:55:00,15286.6,175086.9,,,,,non_rentable,
1362,Pieu Vampirique,Rune Cri,64900.0,21481.0,2024-03-17 10:08:00,22125.0,21960.9,644.0,43419.0,479.9,43419.0,craft_revente,202.13
12708,Soigneur majeur,Rune So,128988.0,518076.0,2024-03-05 12:55:00,10035.8,200827.2,-508040.2,-389088.0,-317248.8,-317248.8,non_rentable,-61.24
8925,Arc Oleptik,Rune Po,999998.0,376345.0,2024-04-06 02:43:00,135558.0,128216.4,-240787.0,623653.0,-248128.6,623653.0,craft_revente,165.71
8265,Cape du Meulou,Rune Cri,190000.0,183751.0,2024-04-07 04:00:00,99000.0,52567.1,-84751.0,6249.0,-131183.9,6249.0,craft_revente,3.4
8276,Bottes du Minotoror,Rune Ga Pme,199998.0,172731.0,2024-04-10 05:33:00,107775.0,84269.1,-64956.0,27267.0,-88461.9,27267.0,craft_revente,15.79
18697,Jadis,Rune Ré Cri,2199900.0,1934002.0,2024-03-05 12:56:00,187910.0,4356659.0,-1746092.0,265898.0,2422657.0,2422657.0,craft_brisage,125.27
22444,Balance-Fléau de Misère,Rune Do Cri,7000000.0,7242233.0,2024-03-05 12:56:00,180070.8,2891414.4,-7062162.2,-242233.0,-4350818.6,-242233.0,non_rentable,-3.34
9454,Pompamulette,Rune Po,2024.0,1048.0,2024-04-13 10:11:00,3544.0,922.6,2496.0,976.0,-125.4,2496.0,craft_brisage_focus,238.17
19258,Amulette de l'Œil Putride,Rune Ga Pa,5999000.0,5710171.0,2024-03-05 12:56:00,453609.0,6967475.1,-5256562.0,288829.0,1257304.1,1257304.1,craft_brisage,22.02
16247,Chanceux,Rune Cha,171999.0,153867.0,2024-03-05 12:55:00,2356.0,64436.6,-151511.0,18132.0,-89430.4,18132.0,craft_revente,11.78
7368,Baguette Houalle,Rune Vi,499999.0,320141.0,2024-04-13 06:39:00,32720.4,59678.9,-287420.6,179858.0,-260462.1,179858.0,craft_revente,56.18
916,Amulette de Silicate,Rune Vi,8999.0,3571.0,2024-04-10 09:06:00,0.0,0.0,-3571.0,5428.0,-3571.0,5428.0,craft_revente,152.0
19586,Masque Ardent,Rune Do Feu,2899998.0,2307863.0,2024-04-04 03:04:00,222717.6,1475217.4,-2085145.4,592135.0,-832645.6,592135.0,craft_revente,25.66
16193,Miraculé majeur,Rune Vi,270000.0,762691.0,2024-03-05 12:55:00,17690.0,312405.4,-745001.0,-492691.0,-450285.6,-450285.6,non_rentable,-59.04
8956,Patte d'Ecaflip,Rune Vi,999998.0,,2024-03-05 12:55:00,15286.6,250688.9,,,,,non_rentable,
6473,Dragocoiffe Ardoise,Rune Do Eau,44898.0,21447.0,2024-03-05 12:55:00,13006.0,136404.8,-8441.0,23451.0,114957.8,114957.8,craft_brisage,536.01
2399,La Veaux Doux,Rune Fo,2194.0,418.0,2024-04-13 04:17:00,320.4,382.7,-97.6,1776.0,-35.3,1776.0,craft_revente,424.88
16275,Temporiseur,Rune Ret Pme,279000.0,203307.0,2024-03-05 12:55:00,6950.4,141619.2,-196356.6,75693.0,-61687.8,75693.0,craft_revente,37.23
12634,Fugitif mineur,Rune Ré Pme,41900.0,19135.0,2024-03-05 12:55:00,1918.9,22345.9,-17216.1,22765.0,3210.9,22765.0,craft_revente,118.97
711,Jouik Krampe,Rune Invo,3199.0,1084.0,2024-04-14 11:11:00,1719.9,1136.4,635.9,2115.0,52.4,2115.0,craft_revente,195.11
2387,La Poilue,Rune Po,36998.0,17861.0,2024-03-24 03:50:00,18606.0,12791.6,745.0,19137.0,-5069.4,19137.0,craft_revente,107.14
16330,Vigoureux mineur,Rune Pui,31100.0,28414.0,2024-04-03 11:45:00,713.0,9811.8,-27701.0,2686.0,-18602.2,2686.0,craft_revente,9.45
11709,Ceinture du Tengu Givrefoux,Rune Do Air,600000.0,582397.0,2024-03-08 06:10:00,208043.7,499310.3,-374353.3,17603.0,-83086.7,17603.0,craft_revente,3.02
13789,Entraveur majeur,Rune Ret Pme,832992.0,821081.0,2024-03-05 12:55:00,20774.4,302707.2,-800306.6,11911.0,-518373.8,11911.0,craft_revente,1.45
11761,Hache Téroïde,Rune Cri,990000.0,980966.0,2024-03-05 12:55:00,141937.5,1170564.1,-839028.5,9034.0,189598.1,189598.1,craft_brisage,19.33
1151,Bâton Dakn,Rune Cri,16500.0,1897.0,2024-04-02 12:18:00,7875.0,1106.0,5978.0,14603.0,-791.0,14603.0,craft_revente,769.79
1666,Bottes de l'Apprenti Invocateur,Rune Ga Pme,25982.0,23389.0,2024-03-23 10:06:00,23950.0,13862.3,561.0,2593.0,-9526.7,2593.0,craft_revente,11.09
12698,Ravageur Terre,Rune Do Terre,89000.0,131899.0,2024-03-05 12:55:00,11463.2,278231.8,-120435.8,-42899.0,146332.8,146332.8,craft_brisage,110.94
8964,Patte d'Ecaflip,Rune Vi,999998.0,,2024-03-05 12:55:00,15286.6,353237.2,,,,,non_rentable,
6911,Araknoton,Rune Vi,30.0,2520.0,2024-04-09 11:41:00,292.8,131.6,-2227.2,-2490.0,-2388.4,-2227.2,non_rentable,-88.38
16187,Déserteur majeur,Rune Fui,314998.0,802026.0,2024-03-05 12:55:00,29890.8,685873.8,-772135.2,-487028.0,-116152.2,-116152.2,non_rentable,-14.48
11604,Chapeau Stapokaliptik,Rune Ré Cri,640000.0,608009.0,2024-04-04 08:20:00,155572.0,356337.5,-452437.0,31991.0,-251671.5,31991.0,craft_revente,5.26
11563,Amulette Ementaire,Rune Ga Pa,1299999.0,1449963.0,2024-04-01 07:58:00,216336.6,441150.6,-1233626.4,-149964.0,-1008812.4,-149964.0,non_rentable,-10.34
2095,Le Ours,Rune Fo,2200.0,762.0,2024-04-13 02:10:00,3364.2,805.5,2602.2,1438.0,43.5,2602.2,craft_brisage_focus,341.5
455,Marteau de l'Aurore,Rune Cri,8398.0,4036.0,2024-04-15 08:57:00,3562.5,3195.5,-473.5,4362.0,-840.5,4362.0,craft_revente,108.08
13645,Cape d'Hel Munster,Rune Do Air,1470000.0,987899.0,2024-03-17 01:38:00,252522.9,929024.4,-735376.1,482101.0,-58874.6,482101.0,craft_revente,48.8
7128,Anneau Karina,Rune Age,6998.0,5759.0,2024-03-05 12:55:00,4467.1,106724.9,-1291.9,1239.0,100965.9,100965.9,craft_brisage,1753.18
15748,Bottarpille,Rune Tac,1429000.0,1099482.0,2024-03-28 03:31:00,218705.0,558665.8,-880777.0,329518.0,-540816.2,329518.0,craft_revente,29.97
15694,Kidibonnet,Rune Ga Pa,729000.0,889960.0,2024-04-05 01:34:00,411737.4,415095.9,-478222.6,-160960.0,-474864.1,-160960.0,non_rentable,-18.09
27528,Masse Clochecuivre,Rune Do Air,1999900.0,1587072.0,2024-03-05 12:56:00,265452.9,2525463.8,-1321619.1,412828.0,938391.8,938391.8,craft_brisage,59.13
13794,Imprenable,Rune Ré Pa,243443.0,209077.0,2024-03-05 12:55:00,4458.5,93832.0,-204618.5,34366.0,-115245.0,34366.0,craft_revente,16.44
331,Arc Hancihaile,Rune Vi,3498.0,4592.0,2024-04-02 12:23:00,915.0,2222.1,-3677.0,-1094.0,-2369.9,-1094.0,non_rentable,-23.82
14810,Insigne de Keukeuf,Rune Ga Pa,289110.0,166988.0,2024-04-17 10:19:00,125614.8,313600.7,-41373.2,122122.0,146612.7,146612.7,craft_brisage,87.8
17683,Hache du Chalœil,Rune Do Terre,850000.0,1111315.0,2024-04-18 06:02:00,291065.6,535834.3,-820249.4,-261315.0,-575480.7,-261315.0,non_rentable,-23.51
15184,Cape du Barbétoal,Rune Do Air,799990.0,537195.0,2024-03-24 09:23:00,290019.9,373285.6,-247175.1,262795.0,-163909.4,262795.0,craft_revente,48.92
20464,Cape Paztek,Rune Do Feu,2599999.0,2689447.0,2024-04-09 12:00:00,238135.0,760017.6,-2451312.0,-89448.0,-1929429.4,-89448.0,non_rentable,-3.33
20359,Couronne de Brâm Barbe-Monde,Rune Do Air,4440000.0,4560620.0,2024-03-05 12:56:00,224464.8,5039647.2,-4336155.2,-120620.0,479027.2,479027.2,craft_brisage,10.5
12109,Anneau du Professeur Xa,Rune Ga Pme,1644999.0,1032239.0,2024-04-08 01:53:00,270635.0,5052662.6,-761604.0,612760.0,4020423.6,4020423.6,craft_brisage,389.49
9928,Bottes Siks Won Naïne,Rune Invo,28000.0,7967.0,2024-03-18 11:46:00,4668.3,5567.1,-3298.7,20033.0,-2399.9,20033.0,craft_revente,251.45
8121,Anneau du Scarabosse Doré,Rune Age,,,2024-03-05 12:55:00,5213.8,60565.4,,,,,non_rentable,
91,Arc de Boisaille,Rune Tac,20.0,300.0,2024-03-05 12:54:00,465.0,9026.1,165.0,-280.0,8726.1,8726.1,craft_brisage,2908.7
9464,Kralamansion,Rune Ga Pa,8487999.0,9210363.0,2024-04-03 02:34:00,530373.6,2323795.6,-8679989.4,-722364.0,-6886567.4,-722364.0,non_rentable,-7.84
18776,Chapeau du Comte Razof,Rune Do Terre,917500.0,1086721.0,2024-04-06 03:21:00,262532.2,475344.6,-824188.8,-169221.0,-611376.4,-169221.0,non_rentable,-15.57
13756,Docteur majeur,Rune So,329000.0,712542.0,2024-03-05 12:55:00,20043.8,223901.2,-692498.2,-383542.0,-488640.8,-383542.0,non_rentable,-53.83
7555,Anodindo,Rune Age,23499.0,7066.0,2024-04-17 04:40:00,4768.4,6775.8,-2297.6,16433.0,-290.2,16433.0,craft_revente,232.56
13829,Turbulent,Rune Ga Pa,599996.0,533326.0,2024-04-02 03:36:00,52339.5,422205.3,-480986.5,66670.0,-111120.7,66670.0,craft_revente,12.5
15438,Chapeau des Malveilleurs,Rune Do Air,999999.0,1044646.0,2024-04-06 06:00:00,290925.0,549220.6,-753721.0,-44647.0,-495425.4,-44647.0,non_rentable,-4.27
8530,Ruskauffe,Rune Cri,350000.0,132878.0,2024-04-18 10:31:00,133687.5,33998.0,809.5,217122.0,-98880.0,217122.0,craft_revente,163.4
789,Ceinture du Kobeer,Rune Age,24999.0,,2024-03-05 12:54:00,196.5,3270.1,,,,,non_rentable,
15746,Harpendentif,Rune Po,1840000.0,1186750.0,2024-04-09 08:10:00,179858.0,260605.4,-1006892.0,653250.0,-926144.6,653250.0,craft_revente,55.05
8229,Sandales du Piou Jaune,Rune Vi,48.0,399.0,2024-03-05 12:55:00,414.8,12950.6,15.8,-351.0,12551.6,12551.6,craft_brisage,3145.76
940,Louffeur,Rune Ré Neutre,74.0,288.0,2024-03-05 12:54:00,16.0,174.0,-272.0,-214.0,-114.0,-114.0,non_rentable,-39.58
