idk,min,max,exo,stat_id,rune_stat_name,rune_weight,rune_stats,item_id
13111,7,10,False,7,Vitalité,0.2,5,280
13112,7,10,False,11,Chance,1.0,1,280
12987,16,20,False,7,Vitalité,0.2,5,278
12988,7,10,False,13,Agilité,1.0,1,278
13209,4,5,False,11,Chance,1.0,1,298
13210,1,1,False,67,Fuite,4.0,1,298
12684,2,2,False,79,Dommages critiques,5.0,1,299
13201,5,7,False,11,Chance,1.0,1,279
39486,11,11,False,9,Sagesse,3.0,1,296
39485,11,11,False,13,Agilité,1.0,1,296
39484,-9,-9,False,15,Intelligence,1.0,1,296
39433,16,20,False,5,Force,1.0,1,273
39434,-20,-20,False,15,Intelligence,1.0,1,273
39435,1,1,False,21,Portée,51.0,1,273
11645,1,1,False,3,PA,100.0,1,323
11644,-350,-350,False,45,Initiative,0.1,10,323
38892,-40,-40,False,5,Force,1.0,1,270
38891,41,50,False,7,Vitalité,0.2,5,270
38893,31,40,False,13,Agilité,1.0,1,270
38896,2,3,False,17,Dommages,20.0,1,270
38895,4,5,False,19,% Critique,10.0,1,270
38894,16,20,False,25,Puissance,2.0,1,270
38897,2,3,False,67,Fuite,4.0,1,270
39665,16,20,False,5,Force,1.0,1,327
39666,2,3,False,67,Fuite,4.0,1,327
12378,11,15,False,7,Vitalité,0.2,5,326
12379,2,2,False,27,Invocations,30.0,1,326
13102,5,7,False,11,Chance,1.0,1,324
39647,16,25,False,13,Agilité,1.0,1,328
39648,2,2,False,19,% Critique,10.0,1,328
13178,5,7,False,13,Agilité,1.0,1,325
13179,2,2,False,89,Dommages Air,5.0,1,325
39517,-10,-10,False,5,Force,1.0,1,329
39519,16,20,False,11,Chance,1.0,1,329
39520,16,20,False,13,Agilité,1.0,1,329
39518,-10,-10,False,15,Intelligence,1.0,1,329
39521,2,2,False,19,% Critique,10.0,1,329
39522,2,2,False,87,Dommages Eau,5.0,1,329
39523,2,2,False,89,Dommages Air,5.0,1,329
39114,-20,-20,False,5,Force,1.0,1,333
39113,21,30,False,7,Vitalité,0.2,5,333
39116,21,30,False,9,Sagesse,3.0,1,333
39115,16,20,False,11,Chance,1.0,1,333
39117,1,1,False,21,Portée,51.0,1,333
39604,21,30,False,7,Vitalité,0.2,5,358
39605,-20,-20,False,11,Chance,1.0,1,358
39606,16,20,False,13,Agilité,1.0,1,358
39607,7,10,False,75,Dommages Poussée,5.0,1,358
39721,7,10,False,5,Force,1.0,1,340
39720,11,15,False,7,Vitalité,0.2,5,340
39300,31,40,False,7,Vitalité,0.2,5,347
39302,31,40,False,11,Chance,1.0,1,347
39301,-1,-20,False,15,Intelligence,1.0,1,347
39622,11,15,False,13,Agilité,1.0,1,334
39623,2,3,False,19,% Critique,10.0,1,334
39620,16,20,False,5,Force,1.0,1,337
39621,1,1,False,83,Dommages Terre,5.0,1,337
12960,11,15,False,5,Force,1.0,1,355
12961,11,15,False,11,Chance,1.0,1,355
12962,2,3,False,69,Tacle,4.0,1,355
12583,16,20,False,7,Vitalité,0.2,5,359
12584,11,15,False,11,Chance,1.0,1,359
12585,2,2,False,17,Dommages,20.0,1,359
39473,1,1,False,21,Portée,51.0,1,332
39562,31,40,False,5,Force,1.0,1,354
39564,11,15,False,9,Sagesse,3.0,1,354
39563,-40,-40,False,11,Chance,1.0,1,354
39565,2,3,False,19,% Critique,10.0,1,354
39566,-8,-8,False,67,Fuite,4.0,1,354
39645,16,25,False,5,Force,1.0,1,342
39646,2,2,False,19,% Critique,10.0,1,342
39303,41,50,False,7,Vitalité,0.2,5,320
39304,41,50,False,13,Agilité,1.0,1,320
39305,4,5,False,69,Tacle,4.0,1,320
39168,1,1,False,23,PM,90.0,1,341
39427,21,30,False,7,Vitalité,0.2,5,336
39428,11,15,False,9,Sagesse,3.0,1,336
39429,5,5,False,19,% Critique,10.0,1,336
12874,16,20,False,7,Vitalité,0.2,5,346
12875,8,11,False,11,Chance,1.0,1,346
12876,1,1,False,87,Dommages Eau,5.0,1,346
39593,21,30,False,7,Vitalité,0.2,5,331
39594,21,30,False,11,Chance,1.0,1,331
12620,31,40,False,5,Force,1.0,1,356
12619,41,60,False,7,Vitalité,0.2,5,356
12621,-30,-30,False,13,Agilité,1.0,1,356
38886,-30,-30,False,5,Force,1.0,1,335
38885,21,30,False,7,Vitalité,0.2,5,335
38887,21,30,False,11,Chance,1.0,1,335
38888,4,5,False,19,% Critique,10.0,1,335
38889,1,1,False,21,Portée,51.0,1,335
38890,7,10,False,47,Prospection,3.0,1,335
39694,21,25,False,7,Vitalité,0.2,5,357
39695,7,10,False,13,Agilité,1.0,1,357
39696,1,1,False,89,Dommages Air,5.0,1,357
10692,-20,-20,False,5,Force,1.0,1,348
10693,16,20,False,11,Chance,1.0,1,348
10695,1,1,False,23,PM,90.0,1,348
10694,4,5,False,47,Prospection,3.0,1,348
39513,31,40,False,7,Vitalité,0.2,5,339
39515,21,30,False,11,Chance,1.0,1,339
39514,-30,-30,False,15,Intelligence,1.0,1,339
39516,2,3,False,19,% Critique,10.0,1,339
39470,21,30,False,7,Vitalité,0.2,5,436
39471,21,25,False,11,Chance,1.0,1,436
39472,3,3,False,19,% Critique,10.0,1,436
12841,7,10,False,5,Force,1.0,1,458
12842,7,10,False,11,Chance,1.0,1,458
39558,1,1,False,3,PA,100.0,1,462
39559,-100,-100,False,45,Initiative,0.1,10,462
39561,-15,-15,False,67,Fuite,4.0,1,462
39560,-15,-15,False,69,Tacle,4.0,1,462
39412,21,30,False,5,Force,1.0,1,469
39411,21,30,False,7,Vitalité,0.2,5,469
39415,16,20,False,9,Sagesse,3.0,1,469
39413,-20,-20,False,11,Chance,1.0,1,469
39414,-20,-20,False,13,Agilité,1.0,1,469
39416,2,3,False,19,% Critique,10.0,1,469
39421,26,35,False,5,Force,1.0,1,456
39420,-6,-15,False,7,Vitalité,0.2,5,456
39422,26,35,False,13,Agilité,1.0,1,456
39540,16,20,False,5,Force,1.0,1,455
39539,31,40,False,7,Vitalité,0.2,5,455
39542,16,20,False,11,Chance,1.0,1,455
39543,-20,-20,False,13,Agilité,1.0,1,455
39541,-20,-20,False,15,Intelligence,1.0,1,455
39544,2,2,False,19,% Critique,10.0,1,455
39153,-40,-40,False,5,Force,1.0,1,478
39152,36,45,False,7,Vitalité,0.2,5,478
39156,16,20,False,9,Sagesse,3.0,1,478
39155,31,40,False,11,Chance,1.0,1,478
39154,31,40,False,15,Intelligence,1.0,1,478
39431,21,30,False,5,Force,1.0,1,484
39430,21,25,False,7,Vitalité,0.2,5,484
39432,2,3,False,19,% Critique,10.0,1,484
38784,41,50,False,7,Vitalité,0.2,5,515
38785,16,20,False,9,Sagesse,3.0,1,515
38787,1,1,False,21,Portée,51.0,1,515
38786,11,15,False,25,Puissance,2.0,1,515
38788,4,5,False,33,% Résistance Terre,6.0,1,515
39651,21,30,False,15,Intelligence,1.0,1,502
11835,26,35,False,5,Force,1.0,1,617
11834,26,35,False,7,Vitalité,0.2,5,617
11837,2,3,False,19,% Critique,10.0,1,617
11836,4,5,False,67,Fuite,4.0,1,617
12683,1,1,False,21,Portée,51.0,1,610
12747,41,45,False,7,Vitalité,0.2,5,629
12746,151,200,False,45,Initiative,0.1,10,629
12706,21,30,False,7,Vitalité,0.2,5,616
12707,21,30,False,11,Chance,1.0,1,616
38810,21,30,False,5,Force,1.0,1,620
38811,-1,-20,False,15,Intelligence,1.0,1,620
38813,4,6,False,17,Dommages,20.0,1,620
38812,1,2,False,19,% Critique,10.0,1,620
39345,16,20,False,5,Force,1.0,1,592
39347,16,20,False,11,Chance,1.0,1,592
39346,16,20,False,15,Intelligence,1.0,1,592
39348,2,2,False,17,Dommages,20.0,1,592
39164,31,40,False,13,Agilité,1.0,1,640
39166,1,1,False,21,Portée,51.0,1,640
39165,16,20,False,25,Puissance,2.0,1,640
39167,-10,-10,False,67,Fuite,4.0,1,640
11230,16,20,False,9,Sagesse,3.0,1,639
11229,21,30,False,11,Chance,1.0,1,639
11232,4,5,False,19,% Critique,10.0,1,639
11231,4,5,False,79,Dommages critiques,5.0,1,639
38331,-50,-50,False,5,Force,1.0,1,619
38332,41,50,False,13,Agilité,1.0,1,619
38336,2,3,False,17,Dommages,20.0,1,619
38334,4,5,False,19,% Critique,10.0,1,619
38333,11,15,False,25,Puissance,2.0,1,619
38335,2,3,False,27,Invocations,30.0,1,619
39399,41,60,False,7,Vitalité,0.2,5,658
39400,11,15,False,25,Puissance,2.0,1,658
39401,1,1,False,27,Invocations,30.0,1,658
38931,26,35,False,7,Vitalité,0.2,5,657
38932,21,25,False,9,Sagesse,3.0,1,657
38933,2,2,False,27,Invocations,30.0,1,657
38935,2,3,False,67,Fuite,4.0,1,657
38934,2,3,False,69,Tacle,4.0,1,657
12312,12,41,False,11,Chance,1.0,1,638
13242,-1,-1,False,23,PM,90.0,1,677
39555,16,20,False,13,Agilité,1.0,1,676
39556,-5,-5,False,19,% Critique,10.0,1,676
39557,1,1,False,21,Portée,51.0,1,676
12366,31,40,False,5,Force,1.0,1,707
12367,16,20,False,25,Puissance,2.0,1,707
39601,7,10,False,5,Force,1.0,1,675
39600,21,30,False,7,Vitalité,0.2,5,675
39602,7,10,False,15,Intelligence,1.0,1,675
39603,2,2,False,69,Tacle,4.0,1,675
13192,7,10,False,5,Force,1.0,1,697
39423,21,30,False,7,Vitalité,0.2,5,674
39425,2,3,False,19,% Critique,10.0,1,674
39424,16,20,False,25,Puissance,2.0,1,674
39426,2,3,False,69,Tacle,4.0,1,674
12702,21,25,False,7,Vitalité,0.2,5,701
12703,21,30,False,11,Chance,1.0,1,701
13174,-80,-80,False,7,Vitalité,0.2,5,700
13175,1,1,False,27,Invocations,30.0,1,700
12468,31,40,False,11,Chance,1.0,1,708
39740,7,10,False,13,Agilité,1.0,1,673
39741,1,1,False,89,Dommages Air,5.0,1,673
11192,21,60,False,5,Force,1.0,1,705
11193,3,5,False,17,Dommages,20.0,1,705
12748,16,20,False,25,Puissance,2.0,1,696
12685,41,50,False,7,Vitalité,0.2,5,706
12686,11,15,False,25,Puissance,2.0,1,706
12687,5,5,False,49,Soins,10.0,1,706
11117,11,20,False,5,Force,1.0,1,733
11122,21,30,False,7,Vitalité,0.2,5,733
11120,11,30,False,11,Chance,1.0,1,733
11118,11,20,False,13,Agilité,1.0,1,733
11119,11,20,False,15,Intelligence,1.0,1,733
11121,2,5,False,47,Prospection,3.0,1,733
12381,36,45,False,7,Vitalité,0.2,5,712
12382,21,30,False,9,Sagesse,3.0,1,712
12380,51,100,False,45,Initiative,0.1,10,712
12868,11,15,False,7,Vitalité,0.2,5,710
12869,1,1,False,27,Invocations,30.0,1,710
12261,21,30,False,5,Force,1.0,1,709
12260,31,40,False,7,Vitalité,0.2,5,709
12262,21,30,False,15,Intelligence,1.0,1,709
12274,41,50,False,5,Force,1.0,1,703
12277,-25,-25,False,11,Chance,1.0,1,703
12276,-25,-25,False,13,Agilité,1.0,1,703
12275,41,50,False,15,Intelligence,1.0,1,703
12640,-40,-40,False,13,Agilité,1.0,1,711
12639,31,40,False,15,Intelligence,1.0,1,711
12641,1,1,False,27,Invocations,30.0,1,711
12278,41,50,False,7,Vitalité,0.2,5,704
12279,41,50,False,13,Agilité,1.0,1,704
12711,41,60,False,7,Vitalité,0.2,5,699
12712,11,15,False,25,Puissance,2.0,1,699
12347,-20,-20,False,5,Force,1.0,1,698
12350,-20,-20,False,11,Chance,1.0,1,698
12349,-20,-20,False,13,Agilité,1.0,1,698
12348,-20,-20,False,15,Intelligence,1.0,1,698
12351,2,2,False,21,Portée,51.0,1,698
12778,21,25,False,11,Chance,1.0,1,744
12779,3,4,False,67,Fuite,4.0,1,744
12863,16,20,False,5,Force,1.0,1,734
12864,4,4,False,67,Fuite,4.0,1,734
12649,21,25,False,9,Sagesse,3.0,1,732
12655,2,2,False,71,Retrait PA,7.0,1,732
12654,2,2,False,73,Retrait PM,7.0,1,732
12652,-2,-2,False,83,Dommages Terre,5.0,1,732
12650,-2,-2,False,85,Dommages Feu,5.0,1,732
12653,-2,-2,False,87,Dommages Eau,5.0,1,732
12651,-2,-2,False,89,Dommages Air,5.0,1,732
12870,26,30,False,7,Vitalité,0.2,5,775
11522,11,15,False,11,Chance,1.0,1,777
11524,1,1,False,23,PM,90.0,1,777
11523,-15,-15,False,67,Fuite,4.0,1,777
12911,16,20,False,7,Vitalité,0.2,5,773
12912,11,15,False,13,Agilité,1.0,1,773
13204,7,10,False,7,Vitalité,0.2,5,768
39482,26,40,False,11,Chance,1.0,1,742
39483,-1,-10,False,13,Agilité,1.0,1,742
12729,11,15,False,5,Force,1.0,1,772
12728,31,40,False,7,Vitalité,0.2,5,772
12730,2,3,False,69,Tacle,4.0,1,772
13189,5,7,False,5,Force,1.0,1,767
12327,31,40,False,7,Vitalité,0.2,5,779
12328,7,10,False,25,Puissance,2.0,1,779
39395,21,30,False,7,Vitalité,0.2,5,791
39398,11,15,False,9,Sagesse,3.0,1,791
39397,16,20,False,11,Chance,1.0,1,791
39396,16,20,False,15,Intelligence,1.0,1,791
39692,11,15,False,7,Vitalité,0.2,5,765
39693,11,15,False,11,Chance,1.0,1,765
13279,7,10,False,7,Vitalité,0.2,5,766
13275,1,1,False,83,Dommages Terre,5.0,1,766
13274,1,1,False,85,Dommages Feu,5.0,1,766
13276,1,1,False,87,Dommages Eau,5.0,1,766
13277,1,1,False,89,Dommages Air,5.0,1,766
13278,1,1,False,91,Dommages Neutre,5.0,1,766
13199,5,7,False,11,Chance,1.0,1,769
13190,-10,-10,False,11,Chance,1.0,1,778
13191,10,10,False,15,Intelligence,1.0,1,778
12923,21,25,False,7,Vitalité,0.2,5,774
12924,2,3,False,69,Tacle,4.0,1,774
12925,4,4,False,75,Dommages Poussée,5.0,1,774
12740,21,35,False,15,Intelligence,1.0,1,781
12562,31,40,False,7,Vitalité,0.2,5,758
12563,21,30,False,25,Puissance,2.0,1,758
12564,4,5,False,49,Soins,10.0,1,758
12919,16,25,False,5,Force,1.0,1,776
12920,1,1,False,83,Dommages Terre,5.0,1,776
39738,7,10,False,11,Chance,1.0,1,771
39739,2,2,False,19,% Critique,10.0,1,771
12352,31,40,False,7,Vitalité,0.2,5,759
12572,31,40,False,7,Vitalité,0.2,5,754
13220,4,5,False,13,Agilité,1.0,1,787
13207,7,10,False,15,Intelligence,1.0,1,786
13208,2,3,False,69,Tacle,4.0,1,786
13202,5,7,False,11,Chance,1.0,1,784
13221,2,2,False,5,Force,1.0,1,789
13222,-2,-2,False,13,Agilité,1.0,1,789
39511,16,20,False,5,Force,1.0,1,782
39510,21,30,False,7,Vitalité,0.2,5,782
39512,11,15,False,9,Sagesse,3.0,1,782
12731,11,15,False,5,Force,1.0,1,783
12732,11,15,False,13,Agilité,1.0,1,783
12733,2,3,False,69,Tacle,4.0,1,783
12534,-30,-30,False,5,Force,1.0,1,790
12533,7,10,False,7,Vitalité,0.2,5,790
12535,21,30,False,11,Chance,1.0,1,790
12538,1,1,False,21,Portée,51.0,1,790
12536,-2,-2,False,83,Dommages Terre,5.0,1,790
12537,2,2,False,87,Dommages Eau,5.0,1,790
13011,7,10,False,5,Force,1.0,1,785
13180,7,10,False,5,Force,1.0,1,837
13181,1,1,False,83,Dommages Terre,5.0,1,837
39728,7,10,False,25,Puissance,2.0,1,828
39729,3,4,False,67,Fuite,4.0,1,828
39649,26,30,False,7,Vitalité,0.2,5,821
39650,3,3,False,19,% Critique,10.0,1,821
39536,21,25,False,7,Vitalité,0.2,5,824
39537,21,30,False,11,Chance,1.0,1,824
39538,2,3,False,69,Tacle,4.0,1,824
39478,-30,-30,False,5,Force,1.0,1,832
39477,21,30,False,7,Vitalité,0.2,5,832
39479,31,40,False,15,Intelligence,1.0,1,832
39480,4,5,False,49,Soins,10.0,1,832
39481,4,5,False,67,Fuite,4.0,1,832
39531,-30,-30,False,7,Vitalité,0.2,5,827
39532,21,30,False,13,Agilité,1.0,1,827
39535,2,3,False,67,Fuite,4.0,1,827
39534,2,3,False,89,Dommages Air,5.0,1,827
39533,2,3,False,91,Dommages Neutre,5.0,1,827
11996,1,1,False,3,PA,100.0,1,836
11998,-100,-100,False,5,Force,1.0,1,836
12001,-100,-100,False,11,Chance,1.0,1,836
12000,-100,-100,False,13,Agilité,1.0,1,836
11999,-100,-100,False,15,Intelligence,1.0,1,836
11997,1,1,False,21,Portée,51.0,1,836
39503,-10,-10,False,5,Force,1.0,1,835
39502,41,60,False,7,Vitalité,0.2,5,835
39507,21,25,False,9,Sagesse,3.0,1,835
39505,-10,-10,False,11,Chance,1.0,1,835
39506,-10,-10,False,13,Agilité,1.0,1,835
39504,-10,-10,False,15,Intelligence,1.0,1,835
39509,3,4,False,67,Fuite,4.0,1,835
39508,3,4,False,69,Tacle,4.0,1,835
39754,7,10,False,15,Intelligence,1.0,1,829
13193,7,10,False,15,Intelligence,1.0,1,862
13194,1,1,False,85,Dommages Feu,5.0,1,862
13216,3,5,False,5,Force,1.0,1,849
13196,7,10,False,13,Agilité,1.0,1,863
13243,4,6,False,5,Force,1.0,1,861
13162,7,10,False,11,Chance,1.0,1,864
13163,1,1,False,87,Dommages Eau,5.0,1,864
13219,7,10,False,7,Vitalité,0.2,5,851
13258,1,1,False,13,Agilité,1.0,1,856
13223,5,7,False,15,Intelligence,1.0,1,852
13257,5,7,False,11,Chance,1.0,1,853
13135,1,1,False,3,PA,100.0,1,841
13137,-200,-200,False,5,Force,1.0,1,841
13139,-150,-150,False,11,Chance,1.0,1,841
13138,-150,-150,False,13,Agilité,1.0,1,841
13136,-200,-200,False,15,Intelligence,1.0,1,841
12419,1,1,False,3,PA,100.0,1,867
12420,-35,-35,False,5,Force,1.0,1,867
12423,-35,-35,False,11,Chance,1.0,1,867
12424,-35,-35,False,13,Agilité,1.0,1,867
12421,-35,-35,False,15,Intelligence,1.0,1,867
12422,1,1,False,27,Invocations,30.0,1,867
13218,3,5,False,13,Agilité,1.0,1,850
13224,4,7,False,11,Chance,1.0,1,860
13203,5,7,False,13,Agilité,1.0,1,892
12631,21,30,False,7,Vitalité,0.2,5,889
12632,21,25,False,15,Intelligence,1.0,1,889
39498,31,40,False,7,Vitalité,0.2,5,896
39500,16,20,False,13,Agilité,1.0,1,896
39499,16,20,False,15,Intelligence,1.0,1,896
39501,-4,-4,False,67,Fuite,4.0,1,896
